x,y
0.32122749954280877,-0.17375576527361131
0.32784465094371634,-0.15957876877582192
0.2531824212855841,-0.16096918604449501
0.29745667542302145,-0.18116582695832087
0.27587683383434225,-0.18429896079562991
0.33060426904449491,-0.14094601945021698
0.37460158386779846,-0.14910464253436126
0.35935537936078249,-0.16543275647769362
-0.17977393629002797,0.16311420669679497
-0.19916600460222919,0.14122429584034993
0.34688551962462488,-0.16106878430406632
-0.047519469227521455,-0.16053199830930198
0.33316682615776855,-0.17261302655616326
0.30256975035403288,-0.15892858195090553
0.30850391030627311,-0.17142466261130282
-0.057603889926814887,-0.13352838525046734
0.34269480579844064,-0.17255270776500781
0.3551422990834544,-0.15508820879640878
0.35667126872608046,-0.18018239084378027
-0.20947618767614845,0.13756220846405248
-0.014528427023004706,-0.14566198204230649
-0.040407542519674565,-0.16682911438282375
-0.22387986180557698,0.12639251795119288
-0.21584512583469137,0.14330933131400428
-0.20730427533853246,0.14088456392203633
-0.0043134733736253806,-0.15024272057785562
-0.21262755976860617,0.12887144735908601
-0.016825062835759588,-0.16524454315294126
-0.1837275932330889,0.14938024996476071
-0.05863352610474451,-0.14808376295944053
-0.021995654998054129,-0.1568992186076808
-0.045124294461730663,-0.16610094342592033
-0.00055930554137924293,-0.14262739947635583
-0.027908538832183704,-0.15728857523318443
-0.22223635763092242,0.12728884164106669
-0.19457445659273895,0.14005234012162232
-0.1617458327375971,0.20165204048227911
0.010796661529285278,-0.12783406695298555
-0.20784912190282054,0.1332847667383259
-0.021412183870067169,-0.10491414389594639
-0.2036337620516237,0.15574131410603184
-0.21642212115703813,0.13718443654246323
-0.014163002938416318,-0.12489759190356117
-0.047720981001622316,-0.16943898683505301
0.0020496458826365343,-0.13516595900555919
-0.061250608809197055,-0.14184230482241875
0.36504464610836912,-0.19093608060183898
-0.046907567550797662,-0.17781745552841796
0.3292221038789252,-0.11791906371311937
-0.060303562070196319,-0.16251036274732159
-0.014319304967678727,-0.17823142613908335
-0.2298455181346844,0.11770238089879412
-0.19997548839893603,0.13305776389184693
-0.011648070585689181,-0.16199345267012627
-0.12732826983110018,0.28951364126122725
0.023327481376036106,-0.10036676787393947
-0.18805165059606999,0.19890076611316054
0.43284941127791116,-0.10737525190636275
-0.20777170302157119,0.15018546627826093
-0.18996141425095003,0.13910993882798536
-0.21372979914079585,0.12708134209125344
-0.17254012888957532,0.19852991349073332
0.039159958527397239,-0.10212069337714193
-0.21516421197041649,0.13302690395987216
-0.22457613704181864,0.12002663064157092
-0.21105150658047661,0.17250941339860687
-0.1822081256535126,0.14080616458840384
-0.10030210350335522,0.32054154551928332
-0.12176265549220777,0.29565346566039941
-0.13833733461195186,0.29382842525288622
0.033819341550040856,-0.09997823208327819
0.0048543280333176939,0.49505646050324531
-0.12826329504186423,0.28986649675060011
0.46099898407076562,-0.075061628606475223
-0.25036871059228177,0.11891382319313226
0.44955440631547922,-0.30348911177364479
-0.3399481312792112,0.089213987183150656
-0.33874158502878149,0.092207777271734015
0.015416147752417276,0.38765208764161679
0.0019829941599978649,0.43476907145247501
0.85315779625397603,0.27488024091526375
-0.67668316775041482,-0.27693475493722952
